loss_rate,wavelet_psnr,wavelet_ssim,dct_psnr,dct_ssim
0.000000000000000000e+00,4.792924702194875408e+01,9.936576562338755858e-01,3.177961921717143667e+01,8.813295192471556350e-01
1.000000000000000021e-02,4.327989323334758609e+01,9.903258378133453776e-01,3.084570008121029616e+01,8.767179977723849049e-01
2.000000000000000042e-02,4.229230390775541082e+01,9.889545411030886690e-01,2.781826066904729089e+01,8.602361703449260544e-01
2.999999999999999889e-02,3.420162074354393411e+01,9.785032048137295435e-01,2.854626135520054930e+01,8.629651274526488614e-01
4.000000000000000083e-02,3.566230814764076484e+01,9.779740180082590051e-01,2.674204854828990108e+01,8.474565479565897563e-01
5.000000000000000278e-02,3.627422171131934192e+01,9.787742144430584545e-01,2.657785798773036845e+01,8.448401692721240197e-01
5.999999999999999778e-02,3.417187947765074796e+01,9.734735088875953180e-01,2.603167861596091015e+01,8.420787956589493861e-01
7.000000000000000666e-02,3.347961691778206017e+01,9.703724354585979706e-01,2.444311447615514865e+01,8.229077274026036504e-01
8.000000000000000167e-02,1.881937528346077215e+01,8.837895189062296986e-01,2.507875937348261886e+01,8.279548463384291956e-01
8.999999999999999667e-02,3.158758242106712544e+01,9.616737242968239618e-01,2.335725925090145338e+01,8.102857497975647361e-01
1.000000000000000056e-01,3.520122905272508973e+01,9.701274210930086461e-01,2.433501537500823986e+01,8.129996016837949258e-01
1.100000000000000006e-01,3.062017036476903797e+01,9.519907855640106220e-01,2.310350640674421641e+01,7.930937279616060431e-01
1.199999999999999956e-01,3.260912748917706949e+01,9.625509201952385796e-01,2.343676885242409469e+01,7.947210556159983730e-01
1.300000000000000044e-01,3.080164822975237726e+01,9.526393534234086635e-01,2.270657949446043844e+01,7.760217753046269040e-01
1.400000000000000133e-01,2.883033964333962018e+01,9.269475779808781235e-01,2.297140846394842839e+01,7.825864696509875484e-01
1.499999999999999944e-01,3.029996687413293088e+01,9.430628163866471292e-01,2.124229305684671587e+01,7.510461313142705597e-01
1.600000000000000033e-01,2.841650220420435602e+01,9.256832255222809946e-01,2.238347658001998397e+01,7.810049095667258579e-01
1.700000000000000122e-01,2.864641057376698186e+01,9.309775470336520975e-01,2.170702379054080211e+01,7.582059071740149259e-01
1.799999999999999933e-01,2.810779540694669976e+01,9.258687291105952566e-01,2.196270482661748247e+01,7.629267014046380302e-01
1.900000000000000022e-01,1.561731836913534899e+01,8.278974075139994282e-01,2.105266711134315827e+01,7.352556104706526874e-01
2.000000000000000111e-01,2.840897802163344110e+01,9.245959538373464959e-01,2.125911264025609171e+01,7.413692827796850571e-01
2.099999999999999922e-01,1.687455565473614527e+01,8.388458404680606550e-01,2.070513708463582603e+01,7.261991384917595438e-01
2.200000000000000011e-01,2.868059429387109915e+01,9.217974574136594823e-01,2.088074264235737587e+01,7.267939502359537229e-01
2.300000000000000100e-01,2.838481762479166548e+01,9.142283534217728880e-01,2.070021925732841694e+01,7.274143919317684892e-01
2.399999999999999911e-01,2.970858632435785296e+01,9.226092766330032946e-01,2.055134101963447790e+01,7.175530041733891862e-01
2.500000000000000000e-01,2.758123321686245433e+01,9.083482673649067030e-01,2.011410865562839234e+01,7.126083358417645286e-01
2.600000000000000089e-01,2.913777779888936692e+01,9.255533151081508647e-01,1.979834872450901528e+01,6.883204072602177037e-01
2.700000000000000178e-01,2.808894477541159418e+01,9.009229635403642744e-01,1.976167395539010840e+01,6.894926277022221939e-01
2.800000000000000266e-01,2.988136130741827401e+01,9.288298292160636072e-01,1.967683208793031469e+01,6.923217307367096618e-01
2.899999999999999800e-01,2.759768621026021052e+01,8.959162557224904511e-01,1.989206484194161462e+01,7.032472730574904629e-01
2.999999999999999889e-01,2.729016822619131943e+01,8.930373836050456982e-01,1.924461599372875753e+01,6.747839603556570198e-01
