loss_rate,wavelet_psnr,wavelet_ssim,dct_psnr,dct_ssim
0.000000000000000000e+00,4.682902282084467060e+01,9.965340652993454063e-01,2.851259794697746131e+01,8.882167007026713357e-01
1.000000000000000021e-02,3.886606445746846106e+01,9.922927581015437148e-01,2.707707169084049781e+01,8.804830431354120357e-01
2.000000000000000042e-02,4.090406256105762850e+01,9.945012676341117297e-01,2.563239899181567338e+01,8.686002938934120898e-01
2.999999999999999889e-02,3.389005975082989863e+01,9.824794071934749295e-01,2.394523723278397398e+01,8.483135409957535122e-01
4.000000000000000083e-02,3.318708542478227486e+01,9.818743903757621849e-01,2.363724114447718350e+01,8.483655488554299184e-01
5.000000000000000278e-02,3.104973353638997224e+01,9.705497868251754534e-01,2.286744584638593736e+01,8.330569395766750374e-01
5.999999999999999778e-02,2.812437949350110600e+01,9.484733226889773272e-01,2.264324950299297257e+01,8.240065073542012231e-01
7.000000000000000666e-02,2.922319376731659446e+01,9.574025136921266999e-01,2.251581652881328210e+01,8.247040721357560278e-01
8.000000000000000167e-02,2.682445830598923919e+01,9.336443581442903650e-01,2.245590961580891332e+01,8.252736957128870010e-01
8.999999999999999667e-02,2.506303078204109624e+01,9.107717281996676739e-01,2.129647944491720324e+01,7.987828927286532155e-01
1.000000000000000056e-01,2.540896109726405783e+01,9.128924106184480580e-01,2.124843569719503478e+01,7.951797777991062022e-01
1.100000000000000006e-01,1.664829116667824138e+01,8.506531845921442292e-01,2.097339922839012871e+01,7.833050835843199389e-01
1.199999999999999956e-01,2.624291531953232948e+01,9.336616982324112968e-01,2.086636744132886179e+01,7.726437530002571163e-01
1.300000000000000044e-01,2.690394866043659050e+01,9.280026583222072967e-01,2.066082058913462660e+01,7.730103493553756033e-01
1.400000000000000133e-01,2.457022114858805040e+01,8.925977503491123732e-01,2.035197052876715418e+01,7.701004019748438623e-01
1.499999999999999944e-01,2.569519843490910915e+01,9.107705678932709326e-01,2.005118260445510003e+01,7.664566268653286718e-01
1.600000000000000033e-01,2.501948030690365243e+01,8.991851566883162228e-01,1.986078238405180230e+01,7.469174733582781833e-01
1.700000000000000122e-01,2.721518203247230261e+01,9.331039288980568225e-01,1.949663956028451750e+01,7.333707930069399694e-01
1.799999999999999933e-01,2.559401810438350822e+01,9.087363274734810981e-01,1.924732581439873513e+01,7.258306621289952743e-01
1.900000000000000022e-01,2.338987775589946239e+01,8.635264842598218138e-01,1.940314722273746995e+01,7.248653825417642471e-01
2.000000000000000111e-01,2.490036703180318867e+01,8.918067780332519234e-01,1.859331900607515564e+01,6.980026212134221586e-01
2.099999999999999922e-01,2.368485797298919948e+01,8.601191782367395566e-01,1.874891220302939843e+01,7.089417984670659534e-01
2.200000000000000011e-01,2.268234320206384780e+01,8.391042553509159285e-01,1.838750324112583456e+01,6.898736125780041695e-01
2.300000000000000100e-01,2.351831111472493063e+01,8.563281316127616671e-01,1.834591326297548264e+01,6.965918990306959602e-01
2.399999999999999911e-01,2.203286855648338616e+01,8.133469370181737323e-01,1.865279614652461149e+01,7.121992141755013606e-01
2.500000000000000000e-01,2.259961939842559886e+01,8.304824506326248246e-01,1.780482844264053810e+01,6.581457626486725276e-01
2.600000000000000089e-01,2.295179233502934935e+01,8.396911197306171637e-01,1.777537156785386685e+01,6.662209076329155266e-01
2.700000000000000178e-01,1.528902899572042529e+01,7.760673136513595027e-01,1.770827983502413971e+01,6.564824700818451264e-01
2.800000000000000266e-01,2.205766117185642372e+01,8.106572956670756724e-01,1.716788704483474248e+01,6.281855657766435286e-01
2.899999999999999800e-01,2.228901349415594524e+01,8.178198811717689587e-01,1.737117208850109762e+01,6.311103101234247781e-01
2.999999999999999889e-01,2.246398362794991499e+01,8.289785974159821214e-01,1.778140361175556450e+01,6.524363138073003832e-01
