loss_rate,wavelet_psnr,wavelet_ssim,dct_psnr,dct_ssim
0.000000000000000000e+00,4.703889444912026363e+01,9.912001288128919896e-01,3.423970193180389288e+01,9.334195923057763133e-01
1.000000000000000021e-02,4.501664328993422259e+01,9.903308774951536941e-01,3.132942233312209979e+01,9.219897324656635140e-01
2.000000000000000042e-02,3.992394610822626078e+01,9.845619225049313528e-01,2.854420783453942079e+01,9.121051043611877462e-01
2.999999999999999889e-02,4.191825380989807570e+01,9.876175264256984443e-01,2.873325041570167215e+01,9.089952554711019372e-01
4.000000000000000083e-02,3.789508644156236272e+01,9.795281762466778730e-01,2.675696128562692877e+01,8.986696629171460060e-01
5.000000000000000278e-02,3.409784242959551648e+01,9.643787523159582653e-01,2.620714821505092829e+01,8.950886990025589407e-01
5.999999999999999778e-02,3.363930460107788889e+01,9.626982080388318819e-01,2.658689710228069458e+01,8.862001307199260935e-01
7.000000000000000666e-02,3.760904173141764772e+01,9.782369002703678040e-01,2.508625593603491666e+01,8.730425814189887168e-01
8.000000000000000167e-02,3.232487181320105663e+01,9.504816607071590040e-01,2.502369079321089629e+01,8.737228890115212865e-01
8.999999999999999667e-02,3.465286505818526308e+01,9.662614888250345979e-01,2.487208241088055516e+01,8.745804147621664137e-01
1.000000000000000056e-01,1.793008733433606494e+01,8.611957787308970325e-01,2.388957938789193847e+01,8.476205579179523220e-01
1.100000000000000006e-01,3.097636280452810098e+01,9.310042973682279843e-01,2.325889451000658426e+01,8.460326143719801850e-01
1.199999999999999956e-01,1.861316893986090903e+01,8.641074018085328490e-01,2.386453152403068856e+01,8.463901986663255883e-01
1.300000000000000044e-01,3.337707144953196803e+01,9.535800289686959808e-01,2.285566341204138396e+01,8.274532539413299581e-01
1.400000000000000133e-01,3.054434697975943180e+01,9.239641026932594592e-01,2.321733452137544873e+01,8.341844762652018686e-01
1.499999999999999944e-01,3.122896255466017479e+01,9.359083997109948205e-01,2.239392805029222089e+01,8.159354523920544500e-01
1.600000000000000033e-01,3.180790377602486529e+01,9.391244209122810993e-01,2.253822652141731453e+01,8.159016794193290067e-01
1.700000000000000122e-01,3.051254531471469988e+01,9.266890197054494793e-01,2.156006636645631858e+01,7.947477527933856090e-01
1.799999999999999933e-01,1.735453418731889386e+01,8.227872112591563258e-01,2.099700327658010934e+01,7.819295642621454379e-01
1.900000000000000022e-01,3.046708917203056188e+01,9.204369830949077347e-01,2.253797029792520945e+01,8.080523947650960492e-01
2.000000000000000111e-01,3.090627443545690767e+01,9.231408692090267154e-01,2.138213092216206235e+01,7.890187684510704402e-01
2.099999999999999922e-01,2.919670634399748721e+01,8.998817819240753080e-01,2.124548127215967241e+01,7.884140021308834179e-01
2.200000000000000011e-01,3.089780201336505883e+01,9.265400637644951587e-01,2.028509303998653834e+01,7.568023677342821109e-01
2.300000000000000100e-01,2.781378127887739637e+01,8.670047086872281206e-01,2.112722303003050328e+01,7.832519571911421563e-01
2.399999999999999911e-01,2.961595266517779734e+01,9.117636139097488046e-01,2.059172370043872746e+01,7.634874923173778916e-01
2.500000000000000000e-01,2.716775912277245908e+01,8.518532424661625635e-01,2.031001391183385607e+01,7.579203957355327148e-01
2.600000000000000089e-01,2.880569800643976919e+01,8.935017155300420955e-01,2.060504666440001742e+01,7.535694374409344087e-01
2.700000000000000178e-01,2.869562108983368276e+01,8.805317717479930195e-01,1.995357434517645601e+01,7.387090438518505442e-01
2.800000000000000266e-01,1.780490038352033011e+01,8.043347408491373640e-01,2.012675255921969253e+01,7.434254184058967097e-01
2.899999999999999800e-01,2.877114706708352543e+01,8.910773179882313100e-01,1.981444063357719898e+01,7.339274091495573416e-01
2.999999999999999889e-01,2.826535412016259130e+01,8.709139847717134453e-01,1.947063096124110970e+01,7.218200010955994061e-01
