loss_rate,wavelet_psnr,wavelet_ssim,dct_psnr,dct_ssim
0.000000000000000000e+00,4.694057923963038093e+01,9.879805326437914870e-01,3.621872038143686723e+01,9.290750781459023999e-01
1.000000000000000021e-02,4.244498070593390793e+01,9.864109805478662452e-01,3.168671541040811235e+01,9.199068618900279048e-01
2.000000000000000042e-02,4.126011631283454761e+01,9.799743681289320163e-01,2.854990481225439680e+01,9.056840464081385988e-01
2.999999999999999889e-02,3.988606196820049377e+01,9.788548755724141293e-01,2.791052444014079725e+01,9.032765497284973577e-01
4.000000000000000083e-02,3.756136078262220224e+01,9.755668542110297325e-01,2.623831053144006020e+01,8.842601064107949993e-01
5.000000000000000278e-02,3.747573958738129107e+01,9.743250782757698625e-01,2.616807092241281651e+01,8.883248932679802534e-01
5.999999999999999778e-02,3.543844404782927882e+01,9.685125065125639310e-01,2.288922471991304519e+01,8.452853666988583425e-01
7.000000000000000666e-02,3.580864953750909763e+01,9.628338995972339776e-01,2.355798691549365742e+01,8.538472799875931329e-01
8.000000000000000167e-02,3.603224239481294688e+01,9.641713290748975540e-01,2.364730561656264030e+01,8.465723215283545988e-01
8.999999999999999667e-02,3.620328162060180688e+01,9.702618282689496887e-01,2.316838315197110632e+01,8.353849316639511136e-01
1.000000000000000056e-01,3.498145943463509866e+01,9.641464294583103056e-01,2.172113421274665512e+01,8.072548872544521581e-01
1.100000000000000006e-01,3.341420681461061548e+01,9.521072058082776790e-01,2.162897251864238513e+01,8.027963058454311573e-01
1.199999999999999956e-01,3.398133598821536339e+01,9.521888449996578352e-01,2.056948737344106348e+01,7.816463928269881123e-01
1.300000000000000044e-01,3.299384484137974027e+01,9.474437259368960751e-01,2.090109602587302362e+01,7.838927435720201009e-01
1.400000000000000133e-01,3.400326734138067053e+01,9.481494574335611603e-01,2.027028858394789879e+01,7.591538286163649341e-01
1.499999999999999944e-01,3.453379665435434021e+01,9.550901167767061883e-01,2.087354585967215215e+01,7.793640954992513414e-01
1.600000000000000033e-01,3.390899543841235442e+01,9.494649721547149257e-01,1.972123698064074659e+01,7.573566459286968922e-01
1.700000000000000122e-01,1.931990520997079486e+01,8.608699253125600137e-01,1.968716730058914521e+01,7.521044850999287767e-01
1.799999999999999933e-01,3.202262396712172432e+01,9.353719489949451349e-01,1.970603618563779591e+01,7.473924515271090918e-01
1.900000000000000022e-01,3.286514625789291699e+01,9.450725168530236253e-01,1.963978771165059101e+01,7.337494361876509830e-01
2.000000000000000111e-01,1.478927278242516685e+01,7.641990421113987741e-01,1.935399233993338797e+01,7.184588578801470726e-01
2.099999999999999922e-01,3.248642466298002773e+01,9.383493839011084470e-01,1.917171763328478917e+01,7.212496838953813549e-01
2.200000000000000011e-01,1.594170277224750976e+01,8.501543070702268778e-01,1.879398866794523926e+01,7.030729706486474884e-01
2.300000000000000100e-01,1.700606654486546887e+01,8.501464450295660447e-01,1.876735507194376851e+01,6.992721800352543760e-01
2.399999999999999911e-01,1.922475992064374495e+01,8.370947310269530872e-01,1.799919416224637558e+01,6.736616253823939360e-01
2.500000000000000000e-01,3.085750596484050234e+01,9.147234545372943115e-01,1.841410000718486017e+01,7.063410009359453179e-01
2.600000000000000089e-01,3.048198734693539791e+01,9.124040070572468908e-01,1.811544074220708822e+01,6.936318351933979942e-01
2.700000000000000178e-01,3.037203371347968783e+01,9.045780726492106405e-01,1.720301830115691288e+01,6.513678935901329181e-01
2.800000000000000266e-01,3.150992583514069167e+01,9.270931738483255691e-01,1.791095714317096110e+01,6.799630593570031856e-01
2.899999999999999800e-01,2.986324032016912966e+01,8.957163452877363596e-01,1.745329526366824524e+01,6.428706839489920499e-01
2.999999999999999889e-01,2.982888773007097427e+01,8.951518988682535261e-01,1.748147697673213230e+01,6.543773494289419901e-01
