loss_rate,wavelet_psnr,wavelet_ssim,dct_psnr,dct_ssim
0.000000000000000000e+00,4.708170309451912772e+01,9.932281536387012055e-01,3.118210026436969784e+01,8.705174865319419419e-01
1.000000000000000021e-02,3.764040111744944284e+01,9.827401239626801788e-01,2.939526492825427084e+01,8.605374080503658263e-01
2.000000000000000042e-02,4.218396347505940724e+01,9.893222038199244173e-01,2.696219572715463286e+01,8.489534231940587539e-01
2.999999999999999889e-02,3.896662214174987326e+01,9.844354193635016514e-01,2.758982629677473142e+01,8.511313681343356530e-01
4.000000000000000083e-02,3.653119894839735338e+01,9.777296501991680211e-01,2.645244403524469590e+01,8.423122066294070898e-01
5.000000000000000278e-02,1.893038584471569052e+01,8.796649612188499612e-01,2.496085644849486229e+01,8.263798705165400493e-01
5.999999999999999778e-02,3.659102698748692006e+01,9.761945012799485566e-01,2.368942935564056995e+01,8.161392226332430111e-01
7.000000000000000666e-02,3.424413903529037384e+01,9.644571976759830356e-01,2.437038656803022718e+01,8.172065427887158506e-01
8.000000000000000167e-02,3.385754279563008140e+01,9.659425657357051387e-01,2.311036557930910362e+01,8.096464973520399733e-01
8.999999999999999667e-02,3.498187065203033796e+01,9.657640881770749308e-01,2.288352003990272010e+01,8.010518204742145265e-01
1.000000000000000056e-01,3.189096620194504084e+01,9.497315566710765600e-01,2.159935039882054753e+01,7.724032299071618146e-01
1.100000000000000006e-01,3.223403429144283194e+01,9.473889053768546065e-01,2.179550153217933683e+01,7.762152806121404014e-01
1.199999999999999956e-01,3.166779201884812522e+01,9.380395005052241109e-01,2.163982373562709682e+01,7.756830804078674868e-01
1.300000000000000044e-01,2.981397651469530174e+01,9.208828929612549175e-01,2.104195818383854188e+01,7.610464119009034967e-01
1.400000000000000133e-01,3.027365538987858784e+01,9.143979679738341027e-01,2.124655162797931851e+01,7.566794530016668352e-01
1.499999999999999944e-01,3.197085429927415845e+01,9.438588126752097685e-01,2.196539676958254006e+01,7.690416038834727575e-01
1.600000000000000033e-01,3.148764083214143383e+01,9.316892442018501752e-01,2.084945701570465104e+01,7.480467441703898546e-01
1.700000000000000122e-01,3.029248640932714665e+01,9.157926082071328189e-01,2.024152450848500706e+01,7.332254540913485386e-01
1.799999999999999933e-01,3.130988531074936887e+01,9.357885635572374960e-01,2.017821139541867126e+01,7.342474533895032573e-01
1.900000000000000022e-01,3.056013796363155421e+01,9.218216545303423715e-01,2.039896243628458095e+01,7.380039894210700391e-01
2.000000000000000111e-01,3.078924589359260011e+01,9.225857927815157566e-01,1.943749648690769405e+01,7.033747186548948704e-01
2.099999999999999922e-01,3.024181578993880493e+01,9.123889812831388335e-01,1.916415630911358647e+01,6.974345709598929188e-01
2.200000000000000011e-01,2.980478108991993480e+01,9.200334614082738005e-01,1.940319891382269546e+01,7.074086072834635530e-01
2.300000000000000100e-01,2.820493892451742823e+01,8.823974003852607106e-01,1.887940331759621415e+01,6.885136507060800604e-01
2.399999999999999911e-01,2.884942575141444365e+01,8.962430393176602506e-01,1.895044201389547567e+01,6.832272573014871453e-01
2.500000000000000000e-01,2.867543332498618724e+01,8.875875364671177437e-01,1.876641066343241704e+01,6.727703456313682828e-01
2.600000000000000089e-01,2.892480222889932406e+01,8.880858599686014543e-01,1.894327628871747038e+01,6.872559838208155414e-01
2.700000000000000178e-01,2.706101736763562826e+01,8.550755234403268901e-01,1.853338491431976465e+01,6.634339106786240059e-01
2.800000000000000266e-01,2.843354121746490293e+01,8.784202722154224041e-01,1.824898147727239106e+01,6.489688433469468221e-01
2.899999999999999800e-01,1.604768818921671070e+01,7.239442743898919508e-01,1.788133532862615738e+01,6.446646141529671636e-01
2.999999999999999889e-01,2.765866158436984890e+01,8.527529366284837264e-01,1.785174219734549439e+01,6.425493023278098237e-01
